timestamp,error_count,error_type,severity,service
2025-07-21 02:12:51.558870,0,ConnectionError,LOW,cache
2025-07-21 02:27:51.558870,2,ConnectionError,LOW,database
2025-07-21 02:42:51.558870,2,ConnectionError,MEDIUM,cache
2025-07-21 02:57:51.558870,4,ConnectionError,LOW,cache
2025-07-21 03:12:51.558870,0,ConnectionError,HIGH,database
2025-07-21 03:27:51.558870,2,ValidationError,LOW,api
2025-07-21 03:42:51.558870,0,AuthError,HIGH,cache
2025-07-21 03:57:51.558870,4,AuthError,MEDIUM,cache
2025-07-21 04:12:51.558870,3,ValidationError,MEDIUM,api
2025-07-21 04:27:51.558870,2,TimeoutError,LOW,cache
2025-07-21 04:42:51.558870,1,TimeoutError,LOW,api
2025-07-21 04:57:51.558870,3,TimeoutError,CRITICAL,web
2025-07-21 05:12:51.558870,2,TimeoutError,HIGH,cache
2025-07-21 05:27:51.558870,1,ConnectionError,HIGH,cache
2025-07-21 05:42:51.558870,3,ConnectionError,MEDIUM,api
2025-07-21 05:57:51.558870,1,ConnectionError,MEDIUM,web
2025-07-21 06:12:51.558870,3,TimeoutError,LOW,web
2025-07-21 06:27:51.558870,3,ValidationError,HIGH,database
2025-07-21 06:42:51.558870,4,TimeoutError,LOW,api
2025-07-21 06:57:51.558870,3,AuthError,MEDIUM,auth
2025-07-21 07:12:51.558870,4,TimeoutError,MEDIUM,cache
2025-07-21 07:27:51.558870,4,AuthError,MEDIUM,cache
2025-07-21 07:42:51.558870,0,ConnectionError,MEDIUM,database
2025-07-21 07:57:51.558870,4,ValidationError,LOW,auth
2025-07-21 08:12:51.558870,0,ConnectionError,HIGH,database
2025-07-21 08:27:51.558870,4,AuthError,CRITICAL,auth
2025-07-21 08:42:51.558870,1,TimeoutError,CRITICAL,api
2025-07-21 08:57:51.558870,1,ValidationError,MEDIUM,api
2025-07-21 09:12:51.558870,2,ConnectionError,LOW,api
2025-07-21 09:27:51.558870,2,ValidationError,LOW,web
2025-07-21 09:42:51.558870,2,ValidationError,LOW,database
2025-07-21 09:57:51.558870,3,TimeoutError,LOW,database
2025-07-21 10:12:51.558870,4,TimeoutError,HIGH,auth
2025-07-21 10:27:51.558870,4,AuthError,CRITICAL,auth
2025-07-21 10:42:51.558870,5,ConnectionError,LOW,auth
2025-07-21 10:57:51.558870,1,TimeoutError,MEDIUM,database
2025-07-21 11:12:51.558870,4,ConnectionError,LOW,database
2025-07-21 11:27:51.558870,0,AuthError,LOW,database
2025-07-21 11:42:51.558870,2,TimeoutError,CRITICAL,auth
2025-07-21 11:57:51.558870,1,ConnectionError,MEDIUM,api
2025-07-21 12:12:51.558870,1,AuthError,MEDIUM,auth
2025-07-21 12:27:51.558870,2,ValidationError,HIGH,database
2025-07-21 12:42:51.558870,1,ConnectionError,HIGH,api
2025-07-21 12:57:51.558870,0,TimeoutError,LOW,database
2025-07-21 13:12:51.558870,2,ValidationError,MEDIUM,web
2025-07-21 13:27:51.558870,1,AuthError,MEDIUM,cache
2025-07-21 13:42:51.558870,6,ValidationError,MEDIUM,auth
2025-07-21 13:57:51.558870,4,TimeoutError,MEDIUM,api
2025-07-21 14:12:51.558870,1,ConnectionError,LOW,api
2025-07-21 14:27:51.558870,0,ValidationError,LOW,database
2025-07-21 14:42:51.558870,2,ValidationError,MEDIUM,api
2025-07-21 14:57:51.558870,3,AuthError,HIGH,api
2025-07-21 15:12:51.558870,2,AuthError,MEDIUM,database
2025-07-21 15:27:51.558870,1,TimeoutError,MEDIUM,api
2025-07-21 15:42:51.558870,3,ConnectionError,LOW,database
2025-07-21 15:57:51.558870,1,AuthError,MEDIUM,api
2025-07-21 16:12:51.558870,1,TimeoutError,HIGH,web
2025-07-21 16:27:51.558870,0,AuthError,LOW,database
2025-07-21 16:42:51.558870,3,AuthError,LOW,api
2025-07-21 16:57:51.558870,3,ValidationError,MEDIUM,database
2025-07-21 17:12:51.558870,2,TimeoutError,MEDIUM,auth
2025-07-21 17:27:51.558870,1,TimeoutError,MEDIUM,api
2025-07-21 17:42:51.558870,2,TimeoutError,MEDIUM,web
2025-07-21 17:57:51.558870,2,TimeoutError,MEDIUM,auth
2025-07-21 18:12:51.558870,3,ValidationError,LOW,auth
2025-07-21 18:27:51.558870,2,ValidationError,MEDIUM,api
2025-07-21 18:42:51.558870,4,ConnectionError,LOW,database
2025-07-21 18:57:51.558870,5,TimeoutError,LOW,database
2025-07-21 19:12:51.558870,2,TimeoutError,HIGH,api
2025-07-21 19:27:51.558870,2,TimeoutError,LOW,auth
2025-07-21 19:42:51.558870,1,AuthError,HIGH,api
2025-07-21 19:57:51.558870,1,TimeoutError,HIGH,database
2025-07-21 20:12:51.558870,1,ConnectionError,MEDIUM,web
2025-07-21 20:27:51.558870,5,ConnectionError,LOW,auth
2025-07-21 20:42:51.558870,3,TimeoutError,MEDIUM,auth
2025-07-21 20:57:51.558870,3,ValidationError,LOW,api
2025-07-21 21:12:51.558870,3,ValidationError,MEDIUM,api
2025-07-21 21:27:51.558870,2,ValidationError,MEDIUM,api
2025-07-21 21:42:51.558870,2,AuthError,LOW,auth
2025-07-21 21:57:51.558870,1,ConnectionError,LOW,database
2025-07-21 22:12:51.558870,2,AuthError,HIGH,auth
2025-07-21 22:27:51.558870,0,ValidationError,LOW,api
2025-07-21 22:42:51.558870,4,ValidationError,LOW,auth
2025-07-21 22:57:51.558870,1,AuthError,HIGH,database
2025-07-21 23:12:51.558870,0,ConnectionError,LOW,database
2025-07-21 23:27:51.558870,2,ValidationError,HIGH,api
2025-07-21 23:42:51.558870,5,ValidationError,HIGH,api
2025-07-21 23:57:51.558870,0,AuthError,HIGH,auth
2025-07-22 00:12:51.558870,3,ValidationError,LOW,api
2025-07-22 00:27:51.558870,2,ValidationError,LOW,cache
2025-07-22 00:42:51.558870,2,TimeoutError,HIGH,database
2025-07-22 00:57:51.558870,2,TimeoutError,LOW,auth
2025-07-22 01:12:51.558870,0,ConnectionError,MEDIUM,cache
2025-07-22 01:27:51.558870,2,ConnectionError,HIGH,web
2025-07-22 01:42:51.558870,0,AuthError,LOW,database
2025-07-22 01:57:51.558870,2,AuthError,MEDIUM,api
2025-07-22 02:12:51.558870,3,ValidationError,LOW,database
2025-07-22 02:27:51.558870,2,ValidationError,LOW,database
2025-07-22 02:42:51.558870,0,ValidationError,LOW,auth
2025-07-22 02:57:51.558870,2,ConnectionError,MEDIUM,auth
2025-07-22 03:12:51.558870,0,ConnectionError,HIGH,auth
2025-07-22 03:27:51.558870,1,ValidationError,MEDIUM,auth
2025-07-22 03:42:51.558870,3,TimeoutError,MEDIUM,web
2025-07-22 03:57:51.558870,0,ConnectionError,LOW,cache
2025-07-22 04:12:51.558870,1,ValidationError,MEDIUM,web
2025-07-22 04:27:51.558870,3,TimeoutError,MEDIUM,web
2025-07-22 04:42:51.558870,2,ConnectionError,MEDIUM,cache
2025-07-22 04:57:51.558870,2,TimeoutError,LOW,web
2025-07-22 05:12:51.558870,4,ConnectionError,CRITICAL,database
2025-07-22 05:27:51.558870,1,TimeoutError,LOW,database
2025-07-22 05:42:51.558870,0,TimeoutError,HIGH,database
2025-07-22 05:57:51.558870,4,TimeoutError,CRITICAL,api
2025-07-22 06:12:51.558870,3,ConnectionError,HIGH,auth
2025-07-22 06:27:51.558870,1,ConnectionError,HIGH,web
2025-07-22 06:42:51.558870,1,ValidationError,MEDIUM,database
2025-07-22 06:57:51.558870,2,ValidationError,LOW,cache
2025-07-22 07:12:51.558870,1,TimeoutError,LOW,database
2025-07-22 07:27:51.558870,4,ValidationError,CRITICAL,database
2025-07-22 07:42:51.558870,1,TimeoutError,MEDIUM,api
2025-07-22 07:57:51.558870,4,ValidationError,MEDIUM,cache
2025-07-22 08:12:51.558870,4,AuthError,MEDIUM,database
2025-07-22 08:27:51.558870,0,ValidationError,LOW,api
2025-07-22 08:42:51.558870,0,ValidationError,LOW,auth
2025-07-22 08:57:51.558870,1,ValidationError,HIGH,cache
2025-07-22 09:12:51.558870,4,ConnectionError,HIGH,cache
2025-07-22 09:27:51.558870,4,ValidationError,MEDIUM,database
2025-07-22 09:42:51.558870,3,TimeoutError,LOW,web
2025-07-22 09:57:51.558870,2,AuthError,MEDIUM,web
2025-07-22 10:12:51.558870,0,AuthError,HIGH,database
2025-07-22 10:27:51.558870,2,TimeoutError,MEDIUM,web
2025-07-22 10:42:51.558870,4,TimeoutError,LOW,database
2025-07-22 10:57:51.558870,3,TimeoutError,LOW,web
2025-07-22 11:12:51.558870,4,ValidationError,CRITICAL,api
2025-07-22 11:27:51.558870,1,ValidationError,HIGH,api
2025-07-22 11:42:51.558870,3,AuthError,HIGH,database
2025-07-22 11:57:51.558870,1,TimeoutError,CRITICAL,database
2025-07-22 12:12:51.558870,2,AuthError,LOW,database
2025-07-22 12:27:51.558870,0,ValidationError,LOW,web
2025-07-22 12:42:51.558870,3,AuthError,MEDIUM,web
2025-07-22 12:57:51.558870,1,AuthError,CRITICAL,database
2025-07-22 13:12:51.558870,1,AuthError,HIGH,auth
2025-07-22 13:27:51.558870,2,TimeoutError,LOW,web
2025-07-22 13:42:51.558870,2,ConnectionError,LOW,auth
2025-07-22 13:57:51.558870,0,TimeoutError,LOW,database
2025-07-22 14:12:51.558870,42,AuthError,MEDIUM,auth
2025-07-22 14:27:51.558870,48,ValidationError,LOW,web
2025-07-22 14:42:51.558870,8,AuthError,LOW,web
2025-07-22 14:57:51.558870,8,TimeoutError,MEDIUM,cache
2025-07-22 15:12:51.558870,20,ValidationError,LOW,database
2025-07-22 15:27:51.558870,5,ValidationError,LOW,cache
2025-07-22 15:42:51.558870,0,ValidationError,MEDIUM,api
2025-07-22 15:57:51.558870,50,ValidationError,HIGH,api
2025-07-22 16:12:51.558870,28,ConnectionError,LOW,database
2025-07-22 16:27:51.558870,70,ConnectionError,LOW,api
2025-07-22 16:42:51.558870,15,AuthError,HIGH,database
2025-07-22 16:57:51.558870,6,AuthError,MEDIUM,database
2025-07-22 17:12:51.558870,2,ConnectionError,MEDIUM,web
2025-07-22 17:27:51.558870,1,ConnectionError,CRITICAL,web
2025-07-22 17:42:51.558870,0,TimeoutError,LOW,web
2025-07-22 17:57:51.558870,5,TimeoutError,HIGH,auth
2025-07-22 18:12:51.558870,0,TimeoutError,MEDIUM,database
2025-07-22 18:27:51.558870,1,TimeoutError,MEDIUM,auth
2025-07-22 18:42:51.558870,1,ValidationError,MEDIUM,auth
2025-07-22 18:57:51.558870,1,TimeoutError,CRITICAL,cache
2025-07-22 19:12:51.558870,2,TimeoutError,CRITICAL,database
2025-07-22 19:27:51.558870,4,ConnectionError,LOW,web
2025-07-22 19:42:51.558870,1,AuthError,HIGH,cache
2025-07-22 19:57:51.558870,5,ValidationError,MEDIUM,api
2025-07-22 20:12:51.558870,1,ConnectionError,MEDIUM,database
2025-07-22 20:27:51.558870,1,ValidationError,CRITICAL,auth
2025-07-22 20:42:51.558870,1,AuthError,MEDIUM,database
2025-07-22 20:57:51.558870,4,TimeoutError,LOW,database
2025-07-22 21:12:51.558870,0,TimeoutError,CRITICAL,auth
2025-07-22 21:27:51.558870,2,TimeoutError,MEDIUM,cache
2025-07-22 21:42:51.558870,1,ValidationError,HIGH,cache
2025-07-22 21:57:51.558870,1,TimeoutError,MEDIUM,web
2025-07-22 22:12:51.558870,3,ValidationError,LOW,api
2025-07-22 22:27:51.558870,5,TimeoutError,CRITICAL,api
2025-07-22 22:42:51.558870,1,AuthError,MEDIUM,web
2025-07-22 22:57:51.558870,2,ValidationError,HIGH,auth
2025-07-22 23:12:51.558870,2,TimeoutError,MEDIUM,database
2025-07-22 23:27:51.558870,2,AuthError,MEDIUM,auth
2025-07-22 23:42:51.558870,1,AuthError,LOW,auth
2025-07-22 23:57:51.558870,0,ValidationError,LOW,database
2025-07-23 00:12:51.558870,0,ConnectionError,MEDIUM,auth
2025-07-23 00:27:51.558870,1,TimeoutError,HIGH,database
2025-07-23 00:42:51.558870,2,TimeoutError,HIGH,cache
2025-07-23 00:57:51.558870,1,AuthError,MEDIUM,database
2025-07-23 01:12:51.558870,1,TimeoutError,LOW,api
2025-07-23 01:27:51.558870,3,TimeoutError,HIGH,cache
2025-07-23 01:42:51.558870,2,TimeoutError,LOW,cache
2025-07-23 01:57:51.558870,1,ValidationError,HIGH,cache
2025-07-23 02:12:51.558870,3,TimeoutError,LOW,cache
2025-07-23 02:27:51.558870,1,ConnectionError,LOW,database
2025-07-23 02:42:51.558870,0,ConnectionError,MEDIUM,web
2025-07-23 02:57:51.558870,2,TimeoutError,MEDIUM,web
2025-07-23 03:12:51.558870,3,ValidationError,HIGH,api
2025-07-23 03:27:51.558870,1,ConnectionError,MEDIUM,web
2025-07-23 03:42:51.558870,1,ValidationError,HIGH,web
2025-07-23 03:57:51.558870,3,ConnectionError,MEDIUM,cache
2025-07-23 04:12:51.558870,2,AuthError,MEDIUM,database
2025-07-23 04:27:51.558870,2,AuthError,MEDIUM,database
2025-07-23 04:42:51.558870,2,ConnectionError,HIGH,database
2025-07-23 04:57:51.558870,1,ValidationError,LOW,api
2025-07-23 05:12:51.558870,3,ValidationError,LOW,api
2025-07-23 05:27:51.558870,4,AuthError,HIGH,cache
2025-07-23 05:42:51.558870,2,ValidationError,LOW,database
2025-07-23 05:57:51.558870,0,TimeoutError,MEDIUM,auth
2025-07-23 06:12:51.558870,2,AuthError,MEDIUM,auth
2025-07-23 06:27:51.558870,2,ValidationError,LOW,api
2025-07-23 06:42:51.558870,5,ConnectionError,LOW,database
2025-07-23 06:57:51.558870,2,TimeoutError,LOW,cache
2025-07-23 07:12:51.558870,0,ValidationError,LOW,database
2025-07-23 07:27:51.558870,0,TimeoutError,MEDIUM,cache
2025-07-23 07:42:51.558870,1,ConnectionError,HIGH,auth
2025-07-23 07:57:51.558870,2,ValidationError,MEDIUM,web
2025-07-23 08:12:51.558870,3,AuthError,MEDIUM,auth
2025-07-23 08:27:51.558870,1,AuthError,LOW,database
2025-07-23 08:42:51.558870,2,ConnectionError,MEDIUM,cache
2025-07-23 08:57:51.558870,1,TimeoutError,LOW,api
2025-07-23 09:12:51.558870,0,AuthError,HIGH,web
2025-07-23 09:27:51.558870,2,ValidationError,HIGH,api
2025-07-23 09:42:51.558870,2,ConnectionError,LOW,auth
2025-07-23 09:57:51.558870,2,ConnectionError,HIGH,cache
2025-07-23 10:12:51.558870,0,ValidationError,LOW,auth
2025-07-23 10:27:51.558870,2,ConnectionError,CRITICAL,database
2025-07-23 10:42:51.558870,1,AuthError,HIGH,api
2025-07-23 10:57:51.558870,0,ConnectionError,HIGH,database
2025-07-23 11:12:51.558870,1,AuthError,LOW,auth
2025-07-23 11:27:51.558870,1,TimeoutError,MEDIUM,auth
2025-07-23 11:42:51.558870,1,AuthError,CRITICAL,auth
2025-07-23 11:57:51.558870,1,TimeoutError,LOW,web
2025-07-23 12:12:51.558870,2,AuthError,LOW,database
2025-07-23 12:27:51.558870,5,ValidationError,LOW,cache
2025-07-23 12:42:51.558870,5,ConnectionError,LOW,cache
2025-07-23 12:57:51.558870,5,ValidationError,HIGH,web
2025-07-23 13:12:51.558870,2,ValidationError,LOW,web
2025-07-23 13:27:51.558870,2,ConnectionError,HIGH,api
2025-07-23 13:42:51.558870,1,TimeoutError,CRITICAL,api
2025-07-23 13:57:51.558870,2,ConnectionError,LOW,api
2025-07-23 14:12:51.558870,1,ValidationError,MEDIUM,cache
2025-07-23 14:27:51.558870,3,TimeoutError,HIGH,api
2025-07-23 14:42:51.558870,3,AuthError,LOW,database
2025-07-23 14:57:51.558870,1,TimeoutError,MEDIUM,auth
2025-07-23 15:12:51.558870,3,AuthError,HIGH,auth
2025-07-23 15:27:51.558870,2,TimeoutError,LOW,database
2025-07-23 15:42:51.558870,0,AuthError,CRITICAL,api
2025-07-23 15:57:51.558870,5,AuthError,LOW,cache
2025-07-23 16:12:51.558870,1,TimeoutError,MEDIUM,database
2025-07-23 16:27:51.558870,4,ValidationError,MEDIUM,web
2025-07-23 16:42:51.558870,8,TimeoutError,LOW,cache
2025-07-23 16:57:51.558870,1,ConnectionError,LOW,auth
2025-07-23 17:12:51.558870,1,ValidationError,LOW,auth
2025-07-23 17:27:51.558870,3,AuthError,HIGH,auth
2025-07-23 17:42:51.558870,2,ValidationError,LOW,cache
2025-07-23 17:57:51.558870,0,AuthError,CRITICAL,cache
2025-07-23 18:12:51.558870,0,TimeoutError,MEDIUM,auth
2025-07-23 18:27:51.558870,2,TimeoutError,MEDIUM,web
2025-07-23 18:42:51.558870,1,ConnectionError,LOW,api
2025-07-23 18:57:51.558870,4,ValidationError,LOW,api
2025-07-23 19:12:51.558870,2,ConnectionError,LOW,web
2025-07-23 19:27:51.558870,1,ValidationError,MEDIUM,auth
2025-07-23 19:42:51.558870,0,ConnectionError,CRITICAL,database
2025-07-23 19:57:51.558870,2,TimeoutError,LOW,database
2025-07-23 20:12:51.558870,2,ConnectionError,LOW,api
2025-07-23 20:27:51.558870,0,ValidationError,LOW,web
2025-07-23 20:42:51.558870,1,ValidationError,MEDIUM,web
2025-07-23 20:57:51.558870,0,ValidationError,LOW,api
2025-07-23 21:12:51.558870,2,ValidationError,HIGH,web
2025-07-23 21:27:51.558870,2,ConnectionError,HIGH,database
2025-07-23 21:42:51.558870,1,AuthError,HIGH,api
2025-07-23 21:57:51.558870,2,TimeoutError,MEDIUM,api
2025-07-23 22:12:51.558870,4,ConnectionError,HIGH,api
2025-07-23 22:27:51.558870,3,ValidationError,MEDIUM,database
2025-07-23 22:42:51.558870,2,AuthError,MEDIUM,web
2025-07-23 22:57:51.558870,7,TimeoutError,CRITICAL,api
2025-07-23 23:12:51.558870,2,TimeoutError,MEDIUM,api
2025-07-23 23:27:51.558870,3,AuthError,MEDIUM,database
2025-07-23 23:42:51.558870,2,AuthError,LOW,web
2025-07-23 23:57:51.558870,1,TimeoutError,LOW,cache
2025-07-24 00:12:51.558870,3,ValidationError,HIGH,api
2025-07-24 00:27:51.558870,1,ConnectionError,LOW,web
2025-07-24 00:42:51.558870,2,TimeoutError,CRITICAL,auth
2025-07-24 00:57:51.558870,4,AuthError,LOW,auth
2025-07-24 01:12:51.558870,3,ConnectionError,CRITICAL,web
2025-07-24 01:27:51.558870,1,ConnectionError,LOW,cache
2025-07-24 01:42:51.558870,1,TimeoutError,LOW,web
2025-07-24 01:57:51.558870,4,ValidationError,CRITICAL,auth
2025-07-24 02:12:51.558870,1,AuthError,LOW,web
2025-07-24 02:27:51.558870,2,ConnectionError,LOW,web
2025-07-24 02:42:51.558870,4,AuthError,MEDIUM,auth
2025-07-24 02:57:51.558870,2,TimeoutError,LOW,cache
2025-07-24 03:12:51.558870,0,ConnectionError,LOW,api
2025-07-24 03:27:51.558870,2,ValidationError,MEDIUM,api
2025-07-24 03:42:51.558870,2,ConnectionError,HIGH,auth
2025-07-24 03:57:51.558870,4,ValidationError,LOW,auth
2025-07-24 04:12:51.558870,5,AuthError,HIGH,cache
2025-07-24 04:27:51.558870,1,TimeoutError,CRITICAL,cache
2025-07-24 04:42:51.558870,4,TimeoutError,LOW,api
2025-07-24 04:57:51.558870,1,ConnectionError,MEDIUM,cache
2025-07-24 05:12:51.558870,0,ValidationError,HIGH,cache
2025-07-24 05:27:51.558870,4,AuthError,MEDIUM,api
2025-07-24 05:42:51.558870,2,ConnectionError,LOW,cache
2025-07-24 05:57:51.558870,1,ValidationError,LOW,api
2025-07-24 06:12:51.558870,2,ConnectionError,LOW,auth
2025-07-24 06:27:51.558870,6,ValidationError,HIGH,auth
2025-07-24 06:42:51.558870,6,TimeoutError,LOW,auth
2025-07-24 06:57:51.558870,1,ValidationError,HIGH,cache
2025-07-24 07:12:51.558870,0,TimeoutError,CRITICAL,auth
2025-07-24 07:27:51.558870,2,ValidationError,MEDIUM,auth
2025-07-24 07:42:51.558870,1,ConnectionError,LOW,cache
2025-07-24 07:57:51.558870,4,ConnectionError,CRITICAL,auth
2025-07-24 08:12:51.558870,3,ValidationError,MEDIUM,database
2025-07-24 08:27:51.558870,4,AuthError,LOW,web
2025-07-24 08:42:51.558870,1,ConnectionError,LOW,api
2025-07-24 08:57:51.558870,2,AuthError,CRITICAL,auth
2025-07-24 09:12:51.558870,0,ConnectionError,LOW,cache
2025-07-24 09:27:51.558870,5,ConnectionError,LOW,database
2025-07-24 09:42:51.558870,2,TimeoutError,HIGH,web
2025-07-24 09:57:51.558870,5,ValidationError,MEDIUM,database
2025-07-24 10:12:51.558870,1,ValidationError,LOW,web
2025-07-24 10:27:51.558870,0,ValidationError,HIGH,cache
2025-07-24 10:42:51.558870,4,ConnectionError,LOW,cache
2025-07-24 10:57:51.558870,2,TimeoutError,CRITICAL,auth
2025-07-24 11:12:51.558870,1,ConnectionError,LOW,web
2025-07-24 11:27:51.558870,2,AuthError,CRITICAL,auth
2025-07-24 11:42:51.558870,1,AuthError,LOW,auth
2025-07-24 11:57:51.558870,1,AuthError,MEDIUM,database
2025-07-24 12:12:51.558870,2,ValidationError,MEDIUM,api
2025-07-24 12:27:51.558870,1,ValidationError,HIGH,api
2025-07-24 12:42:51.558870,1,TimeoutError,HIGH,database
2025-07-24 12:57:51.558870,5,ValidationError,LOW,database
2025-07-24 13:12:51.558870,2,ConnectionError,LOW,database
2025-07-24 13:27:51.558870,1,AuthError,LOW,cache
